ID_AMP_NM;ID_VMP_NM;ID_VTM_NM;ID_INTERVAL_COST;ID_BNF;ID_PRACTICE;ID_TIME;TOTAL_ITEMS;TOTAL_QUANTITY;GROSS_COST;ACTUAL_COST
22807;1372;;2549;320;1;25;3;3;2,58;2,310218
8895;1416;;36509;365;1;25;2;20;37,04;32,939672
21330;1416;;58965;365;1;25;6;200;61,2;56,330316
21995;1416;;31749;365;1;25;1;30;32,1;28,62357
23517;1416;;14436;365;1;25;1;10;14,54;14,54
25436;1502;;7835;307;1;25;1;2;7,9;7,9
25427;1561;;44283;307;1;25;3;7;45,15;40,393125
9387;1569;;31221;298;1;25;1;12;31,56;28,066308
9388;1572;;39787;298;1;25;1;12;40,44;40,44
;1696;;132802;146;1;25;6;7;174,86;157,378996
24983;1928;;59858;325;1;25;1;10;62,2;55,31446
6062;1937;;79768;325;1;25;2;5;86,3;81,681224
6062;1937;;34094;325;1;25;1;2;34,52;31,13704
6391;1937;;24232;325;1;25;1;4;24,44;24,44
6065;1938;;17138;325;1;25;1;1;17,26;15,3614
;2003;;2886;310;1;25;2;2;2,92;2,758378
4083;2017;;3639;189;1;25;1;25;3,68;3,32304
4427;2021;;24034;298;1;25;1;3;24,24;21,5736
5158;2053;;5383;23;1;25;2;51;5,433;4,899878
5160;2055;;2229;23;1;25;1;12;2,26;2,065188
5651;2071;;22896;238;1;25;3;1200;23,08;20,81816
5658;2076;;42995;238;1;25;6;3000;43,8;39,52512
5659;2077;;112408;238;1;25;18;8000;135,02;121,106447
5661;2078;;13226;238;1;25;2;1000;13,32;11,958696
5716;2086;;22027;177;1;25;1;4000;22,2;20,01774
6091;2112;;22504;233;1;25;4;2000;22,68;20,298033
6516;2121;;106223;177;1;25;2;5500;124,63;110,9207
6590;2125;;36976;254;1;25;7;2000;37,52;33,620265
6817;2132;;2020;223;1;25;1;11;2,05;1,85648
6832;2133;;11199;238;1;25;2;1000;11,28;10,1238
7652;2144;;20837;177;1;25;1;30;21,0;18,7257
8383;2160;;12290;189;1;25;1;50;12,38;11,009534
8672;2168;;99251;238;1;25;18;6400;113,6;101,76714
8675;2168;;21134;238;1;25;4;1200;21,3;19,10468
8673;2169;;167721;238;1;25;41;22500;271,8;244,255788
8674;2170;;29890;238;1;25;4;2400;30,2;26,96709
8676;2171;;9418;238;1;25;2;600;9,49;8,439457
8792;2176;;4455;173;1;25;1;12;4,5;4,00185
8793;2176;;6662;173;1;25;1;20;6,72;5,976096
8794;2176;;20005;173;1;25;1;60;20,16;18,21456
8808;2177;;101836;238;1;25;18;9300;117,552;105,686706
9103;2184;;98290;238;1;25;15;6325;112,15;100,475144
9104;2185;;5240;238;1;25;1;500;5,29;4,704397
9368;2198;;18266;134;1;25;2;168;18,4;16,50112
9418;2200;;12687;238;1;25;1;2;12,78;11,717982
9426;2201;;7636;238;1;25;1;600;7,7;6,94617
9461;2205;;7538;191;1;25;1;800;7,6;6,8552
9480;2208;;245564;177;1;25;15;79500;858,6;769,2867
9484;2208;;26758;177;1;25;1;2500;27,0;24,0111
9567;2217;;86048;177;1;25;5;10250;94,71;84,518973
9572;2217;;84364;177;1;25;2;10000;92,4;84,9156
9492;2209;;56327;177;1;25;1;6160;58,24;52,579072
9513;2212;;157957;177;1;25;4;26840;240,34;218,5124
9526;2213;;103308;177;1;25;2;23540;119,84;108,27544
9585;2218;;11962;238;1;25;2;650;12,05;10,782875
9817;2220;;8395;238;1;25;1;400;8,46;7,523478
9974;2232;;16047;134;1;25;1;84;16,16;14,371088
10088;2238;;4455;238;1;25;1;100;4,5;4,00185
10305;2245;;56821;189;1;25;3;208;58,795;52,833354
10321;2247;;96688;177;1;25;2;7000;109,76;97,872992
10333;2248;;98936;177;1;25;2;11200;113,12;101,960712
10384;2257;;117685;177;1;25;4;25800;144,48;130,611712
10395;2257;;112037;177;1;25;3;24000;134,4;121,3632
10401;2258;;133114;177;1;25;2;10500;175,56;156,2484
10425;2262;;39944;177;1;25;1;3500;40,6;36,6212
10432;2262;;39944;177;1;25;1;3500;40,6;36,134
10411;2260;;98184;177;1;25;1;7000;112,0;99,68
10442;2263;;152855;177;1;25;2;19600;225,4;201,81994
10699;2296;;142329;177;1;25;1;16800;197,4;175,686
10709;2298;;99679;177;1;25;1;7000;114,24;101,593632
10882;2309;;3183;2;1;25;1;32;3,22;2,903474
10878;2312;;24409;2;1;25;4;208;24,62;21,945408
10877;2311;;80923;2;1;25;15;6350;87,794;79,05598
12726;2335;;2289;216;1;25;1;5;2,32;2,100528
13167;2343;;177582;177;1;25;3;16800;308,28;274,153404
15911;2370;;18955;189;1;25;1;150;19,1;19,1
15912;2371;;9139;189;1;25;1;100;9,21;9,21
15923;2375;;10405;20;1;25;1;4;10,48;9,46868
16011;2377;;19749;216;1;25;4;25;19,9;17,69707
16560;2386;;17699;148;1;25;2;294;17,827;16,300247
16771;2406;;10145;349;1;25;1;28;10,22;9,222528
18002;2419;;11021;89;1;25;1;48;11,1;9,87123
18004;2420;;54165;89;1;25;6;216;55,85;50,332979
18444;2433;;10285;20;1;25;1;4;10,36;9,450392
18690;2436;;131575;177;1;25;1;2400;172,2;155,5827
18694;2437;;254252;176;1;25;4;14400;1064,16;1064,16
18696;2438;;76768;176;1;25;2;1110;82,5;82,5
19413;2448;;124183;176;1;25;3;5600;156,94;156,94
19417;2450;;112104;176;1;25;2;4800;134,52;134,52
19419;2451;;183243;176;1;25;2;4800;331,56;331,56
19434;2457;;43685;177;1;25;1;3500;44,52;40,682376
19462;2466;;11584;176;1;25;1;900;11,67;10,378131
19602;2492;;11455;254;1;25;1;200;11,54;10,42639
19724;2496;;10564;177;1;25;1;250;10,64;9,462152
20139;2503;;53936;221;1;25;16;17;55,59;49,841667
20787;2540;;200760;177;1;25;3;26000;418,6;418,6
20789;2541;;130189;177;1;25;1;12000;169,2;152,6184
21135;2561;;15420;177;1;25;1;510;15,53;13,8217
21135;2561;;16641;177;1;25;1;375;16,76;15,315288
21147;2563;;242997;177;1;25;12;39840;813,956;730,971708
21156;2563;;65440;177;1;25;1;3360;68,647;61,047777
21509;2598;;49153;148;1;25;2;168;50,36;45,36177
21842;2619;;77962;177;1;25;4;12768;84,0;74,7012
21831;2616;;41571;177;1;25;1;635;42,3;37,61739
22031;2637;;116792;191;1;25;1;2400;142,86;129,131154
24205;2661;;7438;221;1;25;1;10;7,5;6,765
24773;2671;;34825;239;1;25;10;2385;35,29;31,685091
25030;2676;;64392;216;1;25;2;90;67,41;60,057067
25034;2680;;9249;216;1;25;2;20;9,32;8,501704
25035;2681;;9249;216;1;25;2;56;9,32;8,288276
25242;2700;;99;242;1;25;1;1;0,112;0,112
25385;2704;;10325;148;1;25;1;63;10,4;9,24872
25613;2722;;5905;238;1;25;1;500;5,96;5,37592
26382;2750;;41957;177;1;25;1;2800;42,7;42,7
26375;2747;;8185;216;1;25;2;15;8,25;7,5075
25815;2741;;168626;195;1;25;1;240;274,88;274,88
10512;2819;;132866;129;1;25;3;5;175,0;160,384
11366;2824;;3419;176;1;25;1;200;3,46;3,132338
11361;2825;;3469;176;1;25;1;350;3,51;3,16602
11348;2825;;40482;176;1;25;2;4800;41,16;36,55008
14786;2825;;28344;176;1;25;1;2550;28,62;25,85817
14809;2825;;50342;176;1;25;2;5600;51,66;46,33164
14815;2825;;78714;176;1;25;3;9600;84,96;75,499704
5828;2826;;5210;176;1;25;1;500;5,26;4,761878
14840;2826;;5509;176;1;25;1;1000;5,56;4,93728
5848;2829;;2946;176;1;25;1;250;2,98;2,697794
11394;2829;;13364;176;1;25;1;1000;13,46;12,185338
14836;2829;;13780;176;1;25;2;1000;13,88;12,32544
19325;3035;;26623;126;1;25;1;1;26,86;24,740746
11283;3046;;7835;126;1;25;1;200;7,9;7,02547
11290;3046;;11813;126;1;25;2;200;11,9;10,58267
5756;3048;;28782;126;1;25;3;300;29,07;26,42463
5761;3048;;28;126;1;25;1;1;0,04;0,035572
13283;3048;;11813;126;1;25;1;200;11,9;10,75522
25380;3048;;3909;126;1;25;1;100;3,95;3,573565
25633;3048;;109010;126;1;25;8;1100;129,25;115,81035
25634;3051;;23796;126;1;25;2;200;24,0;21,5328
11292;3053;;11813;126;1;25;2;200;11,9;10,574935
19318;3053;;38475;126;1;25;3;300;39,06;35,113638
25635;3053;;11664;126;1;25;1;100;11,75;10,434
19316;3057;;111607;126;1;25;6;600;133,68;119,472044
19319;3057;;84364;126;1;25;8;1000;92,4;83,389152
5753;3058;;31260;126;1;25;3;400;31,6;28,30254
18507;3064;;37954;126;1;25;3;300;38,52;34,807956
7860;3104;;167436;390;1;25;2;60;270,72;270,72
18352;3104;;116955;390;1;25;1;30;143,14;143,14
8050;3122;;51233;359;1;25;1;30;52,64;52,64
7121;3207;;66068;49;1;25;1;24;69,4;62,73066
7121;3207;;66068;49;1;25;1;24;69,4;63,51488
8110;3208;;8881;151;1;25;1;1;8,95;7,959235
25038;3208;;31310;151;1;25;3;3;31,65;28,146345
5765;3329;;3609;126;1;25;1;100;3,65;3,302885
11322;3329;;22444;126;1;25;5;600;22,62;20,369687
11315;3330;;3669;126;1;25;1;100;3,71;3,358663
19655;3333;;11614;126;1;25;1;400;11,7;10,57446
9943;3340;;34929;126;1;25;5;1224;35,4;31,85233
19658;3341;;3769;126;1;25;1;100;3,81;3,388233
11304;3352;;5449;126;1;25;1;100;5,5;4,96925
25656;3357;;6254;126;1;25;1;100;6,31;5,6159
22277;3484;;10424;323;1;25;1;1;10,5;9,471
13816;3595;;3203;345;1;25;1;1;3,24;2,881332
11073;3620;;13384;345;1;25;1;1;13,48;12,235796
13791;3644;;40135;345;1;25;1;1;40,8;36,28344
4391;3673;;52780;345;1;25;1;2;54,31;48,297883
18435;3685;;30344;19;1;25;4;210;30,66;27,663642
18437;3685;;69078;19;1;25;11;500;73,0;65,047672
;3688;;39899;19;1;25;7;308;40,553;36,639237
16095;3688;;187506;19;1;25;54;2612;350,213;314,961475
18441;3688;;39916;19;1;25;3;150;40,57;36,883104
18439;3688;;13394;19;1;25;1;50;13,49;12,188215
;4011;;15655;196;1;25;2;86;15,767;14,423434
21049;4018;;4372;189;1;25;3;146;4,416;3,953647
21780;4018;;15887;189;1;25;2;128;16,0;14,474
16447;4066;;117024;325;1;25;1;90;143,28;143,28
24430;4066;;192990;325;1;25;1;240;376,8;344,3952
12748;4067;;178254;325;1;25;1;210;310,94;284,136972
13233;4067;;112545;325;1;25;1;100;135,24;120,268932
16498;4074;;213697;325;1;25;2;360;500,76;500,76
25885;4075;;93804;325;1;25;1;60;105,56;105,56
24469;4076;;127660;325;1;25;1;90;163,95;163,95
24552;4087;;168162;325;1;25;1;180;273,24;273,24
18682;4089;;169828;176;1;25;3;3780;279,0;279,0
21329;4166;;2030;365;1;25;1;10;2,06;1,879132
23513;4166;;34703;365;1;25;3;120;35,16;34,311765
6328;4274;;13096;373;1;25;1;20;13,19;13,19
6313;4275;;36157;377;1;25;1;4;36,68;36,68
7989;4275;;18315;377;1;25;2;104;18,45;18,45
22151;4275;;121;377;1;25;1;1;0,134;0,134
6746;4288;;3419;299;1;25;1;1;3,46;3,46
6746;4288;;66980;299;1;25;8;10;70,5;70,5
6751;4288;;17515;299;1;25;2;3;17,64;17,64
15982;4288;;122444;394;1;25;3;180;153,54;153,54
19875;4288;;2469;394;1;25;1;1;2,5;2,5
20045;4288;;61033;394;1;25;1;90;63,54;63,54
6335;4289;;57795;396;1;25;1;30;59,89;59,89
20195;4333;;38838;65;1;25;3;4;39,44;35,1016
20197;4333;;46008;65;1;25;1;2;46,98;41,779314
18079;4399;;116095;57;1;25;1;20;141,6;127,7232
17834;4439;;17395;308;1;25;2;6;17,52;15,82932
17993;4446;;1833;308;1;25;2;3;1,86;1,662902
17994;4447;;906;308;1;25;1;1;0,92;0,83122
17995;4448;;9647;308;1;25;1;6;9,72;9,72
8431;4491;;62292;314;1;25;1;10;65,0;65,0
4445;4556;;57359;299;1;25;3;60;59,4;59,4
4449;4563;;53586;299;1;25;3;60;55,2;55,2
24673;4957;;9886;226;1;25;1;4;9,96;8,99886
22734;4970;;37016;177;1;25;2;400;37,56;33,93546
4429;4980;;40250;298;1;25;1;12;40,92;36,4188
5231;5155;;21432;299;1;25;1;10;21,6;21,6
25761;5299;;4803;337;1;25;1;2;4,85;4,3165
25757;5300;;4803;337;1;25;1;2;4,85;4,3165
4731;5339;;14594;57;1;25;3;3;14,7;13,13494
4069;5340;;6622;57;1;25;1;1;6,68;6,093496
4738;5340;;69518;57;1;25;9;9;73,53;65,829775
4739;5340;;40185;57;1;25;5;5;40,85;36,385912
4740;5340;;32314;57;1;25;4;4;32,68;29,290267
19383;5364;;16385;299;1;25;1;30;16,5;14,685
;5365;;43185;299;1;25;5;80;44,0;39,556
7998;5367;;59767;363;1;25;1;20;62,1;62,1
21339;5367;;25437;363;1;25;1;10;25,66;23,237696
23507;5367;;30733;363;1;25;1;10;31,06;28,04718
23525;5367;;30372;363;1;25;1;10;30,69;27,952452
23549;5367;;30840;363;1;25;1;10;31,17;28,127808
10057;5410;;18227;298;1;25;2;36;18,36;17,005032
24799;5445;;7550;252;1;25;1;50;7,613;6,770241
24803;5447;;49283;252;1;25;1;500;50,5;46,056
6821;5624;;5011;263;1;25;1;236;5,06;4,557036
18854;5626;;12906;255;1;25;4;500;13,0;11,66685
5261;5737;;8504;368;1;25;1;4;8,57;7,760992
8103;5737;;42967;368;1;25;1;20;43,77;43,77
16109;5737;;14060;368;1;25;1;10;14,16;12,916752
23472;5737;;14456;368;1;25;1;5;14,56;12,9584
7265;5738;;178399;399;1;25;2;280;311,5;311,5
19274;5738;;124720;399;1;25;1;90;158,04;158,04
15909;5785;;6065;129;1;25;2;100;6,12;5,485968
21798;5809;;6005;146;1;25;1;35;6,06;5,389158
4456;5882;;50587;341;1;25;1;3;51,93;46,63314
;5898;;138948;184;1;25;22;2100;189,0;170,341416
;5908;;9985;189;1;25;12;650;10,059;9,120843
;41;4;33348;96;1;25;1;168;33,75;30,78675
;51;10;20897;212;1;25;2;168;21,06;18,831852
;59;14;36749;66;1;25;1;28;37,287;33,159329
;63;15;4391;120;1;25;1;112;4,435;3,944046
;68;15;9329;120;1;25;2;224;9,4;8,54366
;70;15;1085;258;1;25;1;2;1,1;0,97823
;73;15;11040;120;1;25;4;140;11,12;9,963798
9322;77;18;154050;54;1;25;7;480;228,8;205,6769
9036;78;19;62292;56;1;25;2;120;65,0;58,5065
;88;22;48152;248;1;25;1;135;49,29;43,833597
8754;89;22;16315;248;1;25;1;45;16,43;14,611199
9600;87;23;38475;248;1;25;2;90;39,06;35,013384
9599;98;25;51481;64;1;25;1;2;52,9;52,9
;99;25;5955;64;1;25;1;10;6,01;5,42102
9598;101;25;165550;64;1;25;5;10;264,5;238,4732
;104;26;57893;81;1;25;1;56;60,0;54,282
;111;30;1450;140;1;25;1;28;1,47;1,328145
;114;30;20244;140;1;25;27;136;20,4;18,44682
;115;30;28236;140;1;25;1;4;28,51;25,3739
;124;34;88733;153;1;25;5;236;98,412;88,589982
;140;39;54014;201;1;25;37;2784;55,68;50,134744
;141;39;8185;201;1;25;6;308;8,25;7,377825
;145;43;26366;127;1;25;1;28;26,6;24,08098
;149;45;62071;187;1;25;1;100;64,74;57,573282
;170;52;73223;3;1;25;17;1716;78,078;70,230087
;175;55;1240;33;1;25;1;28;1,26;1,139418
20905;178;58;11912;55;1;25;3;280;12,0;10,77024
;180;59;1609;36;1;25;1;28;1,63;1,48982
;182;59;10026;36;1;25;3;140;10,1;9,082728
;184;60;1389;75;1;25;1;28;1,409;1,274159
;186;60;2158;75;1;25;1;28;2,189;1,979513
;188;60;3136;75;1;25;1;112;3,173;2,821749
;189;61;152084;78;1;25;105;5953;223,238;200,905297
;192;61;54702;78;1;25;33;1796;56,446;50,675444
;193;61;17868;78;1;25;1;150;18,0;16,254
;194;61;66902;78;1;25;20;896;70,4;63,2731
;197;63;49188;43;1;25;33;1680;50,4;45,247944
;201;63;97124;43;1;25;78;3864;110,4;99,42352
;200;64;19955;43;1;25;1;28;20,11;18,316188
;208;69;16532;257;1;25;3;15;16,65;14,9406
;210;70;5449;100;1;25;5;500;5,5;4,89115
;211;70;11140;100;1;25;11;1100;11,22;10,046082
;213;70;6835;100;1;25;13;185;6,894;6,163549
;214;70;21253;100;1;25;12;1800;21,42;19,267409
;215;70;24389;100;1;25;13;2000;24,6;22,026717
;217;70;106125;100;1;25;143;2560;124,458;111,429605
;222;71;126276;100;1;25;2;112;161,2;143,35516
;226;72;30382;168;1;25;6;280;30,7;27,595002
;229;74;3312;210;1;25;1;10;3,35;3,040795
;231;75;254623;49;1;25;16;1132;1075,4;966,1443
9357;231;75;51764;49;1;25;1;56;53,2;47,98108
;232;75;265616;49;1;25;24;1680;1596,0;1436,3202
;246;81;7021;75;1;25;4;168;7,08;6,44752
;248;81;3829;75;1;25;1;84;3,87;3,548403
;249;81;143972;75;1;25;2;300;201,44;179,140592
;253;81;2209;75;1;25;2;56;2,24;2,043328
;273;83;57521;185;1;25;3;84;59,58;54,086724
;280;83;29794;185;1;25;1;56;30,1;26,76793
;285;86;4673;86;1;25;6;182;4,719;4,23733
;286;86;16965;86;1;25;1;84;17,086;15,19458
;290;86;22642;50;1;25;23;1229;22,824;20,542524
;291;86;162165;50;1;25;201;10438;253,494;228,101622
;292;86;37523;50;1;25;22;952;38,08;34,190912
7151;289;87;2994;86;1;25;1;30;3,028;2,6928
;293;88;6553;89;1;25;1;6;6,61;5,96883
;295;89;3919;37;1;25;2;168;3,96;3,584988
;296;89;14744;37;1;25;15;756;14,85;13,37644
;299;89;16405;37;1;25;13;784;16,52;14,924581
;309;92;55937;52;1;25;45;2380;57,8;52,058896
;311;92;89883;52;1;25;70;3500;100,0;89,92432
;313;92;141785;52;1;25;120;5600;196,0;176,506463
;315;92;25427;52;1;25;9;420;25,65;23,083974
;324;94;11624;275;1;25;1;10;11,71;10,56242
;329;96;5789;163;1;25;2;112;5,84;5,193512
;331;96;24170;163;1;25;8;632;24,377;21,846635
5749;339;100;6931;207;1;25;1;6;6,99;6,467847
;340;100;8055;104;1;25;1;30;8,12;7,221116
;341;100;25772;104;1;25;1;24;26,0;23,491
;342;100;10931;104;1;25;3;37;11,008;9,843265
;343;100;1629;104;1;25;2;5;1,65;1,482195
;345;102;27344;204;1;25;24;1916;27,597;24,904389
;346;102;13046;204;1;25;3;1800;13,14;11,685402
;348;104;55974;53;1;25;1;56;57,84;52,304712
21563;354;105;65600;58;1;25;4;4;68,84;62,195219
21565;354;105;49604;58;1;25;2;3;50,85;45,220905
6963;356;105;154462;58;1;25;26;31;230,02;206,76572
21564;356;105;92208;58;1;25;6;6;103,26;92,787715
6964;360;105;126532;58;1;25;9;10;161,7;145,780635
6966;367;105;29304;58;1;25;7;8;29,6;26,70031
21567;367;105;7805;58;1;25;1;1;7,87;6,998791
;368;105;32266;225;1;25;13;13;32,63;29,238739
5874;368;105;2598;225;1;25;1;1;2,63;2,338859
;352;106;29029;58;1;25;1;120;29,32;26,074276
10481;353;106;181098;58;1;25;10;11;322,52;322,52
;357;106;29029;58;1;25;1;120;29,32;26,0948
10484;357;106;81047;58;1;25;2;360;87,96;78,184712
10482;358;106;56682;58;1;25;2;240;58,64;58,64
25393;2706;107;357;53;1;25;1;1;0,371;0,371
;374;108;67508;31;1;25;69;3984;71,142;63,889203
8669;377;111;5639;254;1;25;1;250;5,69;5,060117
;396;116;5390;248;1;25;1;50;5,44;4,837792
;391;117;38818;248;1;25;3;90;39,42;39,42
9034;391;117;93491;248;1;25;5;240;105,12;105,12
9035;393;117;38818;248;1;25;2;90;39,42;39,42
;397;119;28910;229;1;25;5;1500;29,2;26,175464
8764;397;119;12906;229;1;25;2;600;13,0;11,64345
;398;119;37739;229;1;25;10;10;38,3;34,233306
8761;398;119;16841;229;1;25;4;4;16,96;15,247464
;402;121;5410;100;1;25;1;2;5,46;4,92492
;403;122;69356;85;1;25;12;838;73,325;65,733571
22736;403;122;3126;85;1;25;1;21;3,163;2,812856
;404;122;18492;85;1;25;6;378;18,63;16,821717
5985;409;124;19353;242;1;25;2;200;19,5;17,61825
5968;418;124;930;242;1;25;1;30;0,945;0,840389
;425;124;13046;242;1;25;6;180;13,14;11,809794
5957;425;124;11120;242;1;25;4;250;11,2;10,126852
5962;427;124;1410;242;1;25;1;30;1,43;1,292863
;428;124;3153;242;1;25;1;100;3,19;2,887269
5965;428;124;14863;242;1;25;2;300;14,97;13,312821
10735;422;127;31555;242;1;25;3;150;31,9;28,764868
5956;406;128;2359;221;1;25;1;10;2,39;2,15578
;434;131;4691;52;1;25;2;112;4,737;4,245293
;435;131;29211;52;1;25;3;116;29,503;26,952008
;436;132;22325;168;1;25;2;168;22,5;20,26125
16683;440;135;34676;212;1;25;2;9;35,13;31,627539
;444;135;96857;212;1;25;3;240;110,0;100,441
;441;136;41744;212;1;25;1;9;42,48;38,750256
10862;441;136;130542;212;1;25;4;36;169,92;153,280584
10863;442;136;17809;213;1;25;1;30;17,94;16,18188
;446;138;24498;17;1;25;1;84;24,71;22,28842
;447;138;10993;17;1;25;8;384;11,072;9,955991
;450;140;45428;37;1;25;44;1909;46,361;41,798786
;453;140;26642;37;1;25;26;1176;26,88;24,205504
;454;140;80564;37;1;25;84;4008;87,318;78,608011
;455;140;2966;37;1;25;2;112;3,0;2,6982
;458;140;52438;37;1;25;52;2560;53,943;48,498313
;459;140;10724;37;1;25;7;336;10,8;9,68517
;477;144;18659;212;1;25;6;50;18,8;16,992568
5748;477;144;77204;212;1;25;6;60;83,04;74,958824
5746;476;146;21927;212;1;25;1;10;22,1;20,15962
6447;492;150;9517;58;1;25;1;1;9,59;8,528387
6446;493;150;14754;58;1;25;1;1;14,86;13,42601
;494;150;28227;58;1;25;1;2;28,5;25,34505
21482;494;150;67601;58;1;25;5;5;71,25;64,097925
21483;500;150;55210;58;1;25;1;4;57,0;50,616
;504;150;70740;14;1;25;1;30;75,0;66,6975
24977;487;151;54304;58;1;25;2;2;56,0;50,1872
;490;151;71554;58;1;25;1;2;76,0;68,628
9056;490;151;182800;58;1;25;11;1320;329,67;294,338367
24978;490;151;259692;58;1;25;38;45;1260,0;1131,6956
;491;151;54304;58;1;25;2;240;56,0;50,9712
24979;491;151;27739;58;1;25;1;120;28,0;25,0292
9057;499;151;29666;58;1;25;1;60;29,97;27,06291
24980;499;151;237165;58;1;25;21;26;728,0;654,5812
;505;152;6293;32;1;25;4;140;6,35;5,695442
6459;512;155;191456;87;1;25;23;104;369,2;369,2
6424;512;155;107166;87;1;25;3;16;126,2;126,2
6460;513;155;63466;87;1;25;3;12;66,36;66,36
6461;516;155;204329;87;1;25;13;68;439,62;439,62
6462;523;155;152265;87;1;25;29;113;223,74;223,74
;531;159;35272;73;1;25;2;180;35,76;32,21082
;532;159;107081;73;1;25;6;620;126,067;114,257613
;537;163;34530;141;1;25;1;8;34,97;31,098821
8886;541;168;163499;245;1;25;4;390;257,92;230,677696
9478;542;168;74257;245;1;25;2;120;79,36;71,670016
;547;170;30702;186;1;25;6;172;31,029;28,089861
23456;548;170;17928;245;1;25;1;100;18,06;16,060758
;550;171;19640;180;1;25;1;180;19,79;17,85058
;131;176;10933;2;1;25;4;1800;11,01;9,818883
;131;176;25862;2;1;25;4;1800;26,09;23,401529
20783;131;176;13552;2;1;25;7;3500;13,65;12,307425
20784;131;176;11614;2;1;25;6;3000;11,7;10,51869
;555;182;21482;186;1;25;1;28;21,65;19,253345
13327;577;186;36068;127;1;25;1;28;36,587;33,056355
;581;188;13810;41;1;25;8;364;13,91;12,488826
;582;188;37837;41;1;25;4;140;38,4;34,53312
;583;188;3203;41;1;25;1;56;3,24;2,92248
;584;188;13622;41;1;25;4;196;13,72;12,30978
;585;188;24585;41;1;25;17;868;24,8;22,3604
;592;190;94293;206;1;25;3;270;106,26;95,1027
25137;601;192;2727;90;1;25;2;112;2,76;2,488554
25138;602;192;9110;90;1;25;1;450;9,18;8,1702
25144;605;192;25772;90;1;25;4;280;26,0;23,23256
;606;192;2522;90;1;25;1;56;2,553;2,328847
25141;606;192;26573;90;1;25;5;588;26,81;24,0067
25145;608;192;25377;90;1;25;2;140;25,6;22,76608
;609;192;14953;90;1;25;2;168;15,06;13,392858
25143;609;192;12459;90;1;25;2;140;12,55;11,276677
;611;193;91654;131;1;25;4;252;102,464;92,912081
;613;194;100673;66;1;25;5;4140;115,782;103,904277
18454;613;194;16661;66;1;25;1;600;16,78;14,9342
;614;194;56365;66;1;25;11;1454;58,281;52,571895
;620;195;8931;216;1;25;2;20;9,0;8,1342
;616;195;46587;216;1;25;10;170;47,6;42,56224
5319;616;195;5866;216;1;25;1;20;5,92;5,477776
7078;616;195;1470;216;1;25;1;10;1,49;1,325057
26359;616;195;20511;216;1;25;12;130;20,67;18,62685
;623;197;4754;216;1;25;1;30;4,8;4,26864
6797;623;197;20175;216;1;25;2;120;20,33;18,234029
13221;629;198;48321;176;1;25;8;2295;49,47;44,351019
;632;200;4694;37;1;25;2;168;4,74;4,28022
;635;200;1480;37;1;25;1;56;1,5;1,33395
;5964;202;1059;239;1;25;1;100;1,074;0,972614
15824;648;203;2856;101;1;25;1;28;2,89;2,600133
;652;205;6662;101;1;25;2;800;6,72;6,07152
