ID_AMP_NM;ID_VMP_NM;ID_VTM_NM;ID_INTERVAL_COST;ID_BNF;ID_PRACTICE;ID_TIME;TOTAL_ITEMS;TOTAL_QUANTITY;GROSS_COST;ACTUAL_COST
5753;3058;;15688;126;1;1;1,0;200,0;15,8;14,46
9943;3340;;29459;126;1;1;2,0;612,0;29,76;26,81
18437;3685;;16821;19;1;1;2,0;116,0;16,94;15,13
;3688;;4226;19;1;1;1,0;30,0;4,27;3,91
16095;3688;;48675;19;1;1;9,0;350,0;49,85;44,36
18441;3688;;7288;19;1;1;1,0;30,0;7,35;6,62
18439;3688;;12150;19;1;1;1,0;50,0;12,24;11,03
19566;4011;;10195;196;1;1;1,0;56,0;10,27;9,46
16447;4066;;115648;325;1;1;1,0;90,0;140,79;140,79
6328;4274;;25713;383;1;1;1,0;40,0;25,94;25,94
4583;4275;;20688;377;1;1;1,0;150,0;20,85;20,85
7989;4275;;17276;383;1;1;1,0;100,0;17,4;17,4
9255;4275;;36272;383;1;1;1,0;200,0;36,8;36,8
6746;4288;;3419;299;1;1;1,0;1,0;3,46;3,46
6751;4288;;23327;299;1;1;3,0;4,0;23,52;23,52
15982;4288;;90238;396;1;1;2,0;120,0;100,48;100,48
20045;4288;;60006;394;1;1;1,0;90,0;62,37;62,37
17834;4439;;11514;308;1;1;2,0;4,0;11,6;10,27
15879;4526;;81636;314;1;1;1,0;5,0;88,75;79,71
4445;4556;;57359;299;1;1;3,0;60,0;59,4;59,4
19383;5364;;5350;299;1;1;1,0;10,0;5,4;4,85
10057;5410;;17868;298;1;1;2,0;36,0;18,0;15,94
17898;5610;;6662;239;1;1;1,0;90,0;6,72;6,03
24975;5809;;15370;146;1;1;1,0;120,0;15,48;13,97
;5898;;1705;184;1;1;1,0;28,0;1,73;1,56
;5908;;1745;189;1;1;2,0;114,0;1,77;1,6
;58;14;29558;216;1;1;1,0;20,0;29,86;26,9
;63;15;3223;120;1;1;1,0;50,0;3,26;2,9
9322;77;18;28324;54;1;1;1,0;60,0;28,6;25,4
;114;30;4554;140;1;1;3,0;20,0;4,6;4,1
;140;39;3479;201;1;1;1,0;112,0;3,52;3,13
24389;170;52;14704;3;1;1;3,0;90,0;14,81;13,15
;174;56;58428;34;1;1;1,0;56,0;60,6;54,74
;184;60;2429;75;1;1;2,0;30,0;2,46;2,18
;187;60;32573;75;1;1;2,0;56,0;32,95;29,26
;189;61;13364;78;1;1;7,0;454,0;13,46;12,1
;192;61;15370;78;1;1;9,0;504,0;15,48;13,99
;194;61;1025;78;1;1;1,0;28,0;1,04;0,92
;197;63;4256;43;1;1;4,0;140,0;4,3;3,87
;201;63;12866;43;1;1;5,0;448,0;12,96;11,69
;200;64;19955;43;1;1;1,0;28,0;20,11;18,33
;211;70;1152;100;1;1;1,0;100,0;1,17;1,07
;213;70;2687;100;1;1;4,0;48,0;2,72;2,42
;214;70;4833;100;1;1;4,0;400,0;4,88;4,38
;217;70;13780;100;1;1;13,0;204,0;13,88;12,41
;231;75;145078;49;1;1;4,0;186,0;204,29;182,51
;232;75;59239;49;1;1;1,0;56,0;61,5;56,76
4089;248;81;87025;75;1;1;1,0;28,0;96,04;85,48
;290;86;1500;50;1;1;2,0;56,0;1,52;1,36
;291;86;56823;50;1;1;33,0;1960,0;58,8;53,0
;296;89;3044;37;1;1;1,0;112,0;3,08;2,82
;299;89;4634;37;1;1;2,0;168,0;4,68;4,23
;309;92;23100;52;1;1;11,0;633,0;23,29;20,93
;311;92;27110;52;1;1;13,0;633,0;27,36;24,67
;313;92;28901;52;1;1;11,0;588,0;29,19;26,25
;331;96;2757;163;1;1;1,0;56,0;2,79;2,53
;346;102;16007;204;1;1;2,0;1200,0;16,12;14,32
;348;104;28636;53;1;1;1,0;56,0;28,92;26,13
21565;354;105;16831;58;1;1;1,0;1,0;16,95;15,05
6963;356;105;7358;58;1;1;1,0;1,0;7,42;6,7
21564;356;105;17088;58;1;1;1,0;1,0;17,21;15,48
;374;108;18364;31;1;1;11,0;700,0;18,5;16,64
8761;398;119;8415;229;1;1;2,0;2,0;8,48;7,53
22736;403;122;4475;85;1;1;1,0;30,0;4,52;4,08
5968;418;124;3113;242;1;1;1,0;100,0;3,15;2,79
;425;124;15688;242;1;1;3,0;120,0;15,8;14,17
5957;425;124;11120;242;1;1;6,0;250,0;11,2;10,05
5962;427;124;1410;242;1;1;1,0;30,0;1,43;1,27
;436;132;13980;168;1;1;2,0;88,0;14,08;12,77
;447;138;1910;17;1;1;1,0;56,0;1,94;1,72
;450;140;15489;37;1;1;9,0;420,0;15,6;14,0
;453;140;5110;37;1;1;2,0;168,0;5,16;4,58
;454;140;29598;37;1;1;19,0;872,0;29,9;26,88
;458;140;23327;37;1;1;16,0;784,0;23,52;21,14
;459;140;4276;37;1;1;1,0;28,0;4,32;3,92
5748;477;144;13741;212;1;1;2,0;10,0;13,84;12,62
21482;494;150;23481;58;1;1;1,0;2,0;23,68;21,03
24977;487;151;63157;58;1;1;2,0;2,0;66,0;60,01
24978;490;151;121669;58;1;1;2,0;4,0;152,0;137,08
24980;499;151;212742;58;1;1;7,0;13,0;494,0;445,76
;505;152;2389;32;1;1;1,0;56,0;2,42;2,19
6424;512;155;86001;87;1;1;3,0;12,0;94,65;94,65
6426;516;155;55628;87;1;1;1,0;4,0;57,46;57,46
6427;523;155;17475;87;1;1;1,0;4,0;17,6;17,6
;532;159;4684;73;1;1;1,0;28,0;4,73;4,2
;537;163;93326;141;1;1;1,0;24,0;104,88;93,46
4621;558;173;4823;179;1;1;1,0;56,0;4,87;4,39
;581;188;7041;41;1;1;2,0;140,0;7,1;6,4
;582;188;22619;41;1;1;2,0;140,0;22,8;20,54
;584;188;5709;41;1;1;1,0;56,0;5,76;5,18
;585;188;8055;41;1;1;4,0;196,0;8,12;7,32
25144;605;192;7735;90;1;1;1,0;84,0;7,8;6,93
25141;606;192;10136;90;1;1;1,0;224,0;10,21;9,35
;609;192;7468;90;1;1;1,0;84,0;7,53;6,69
25143;609;192;14953;90;1;1;1,0;168,0;15,06;13,79
;610;193;173764;131;1;1;1,0;112,0;293,41;264,71
;611;193;77657;131;1;1;2,0;77,0;83,61;74,0
;614;194;30820;66;1;1;2,0;288,0;31,15;27,9
;616;195;5549;216;1;1;2,0;20,0;5,6;5,05
5319;616;195;5866;216;1;1;2,0;20,0;5,92;5,32
26359;616;195;14208;216;1;1;3,0;90,0;14,31;12,98
13221;629;198;22226;176;1;1;2,0;8,0;22,4;20,02
;652;205;2289;101;1;1;1,0;200,0;2,32;2,1
6755;676;212;39588;198;1;1;1,0;56,0;40,23;35,73
;682;214;12579;62;1;1;8,0;400,0;12,67;11,29
;696;221;3083;207;1;1;2,0;20,0;3,12;3,12
6881;699;221;1065;207;1;1;1,0;4,0;1,08;0,96
8160;719;223;2409;232;1;1;1,0;300,0;2,44;2,2
;741;231;2966;62;1;1;1,0;100,0;3,0;2,73
;742;232;8574;75;1;1;1,0;112,0;8,64;7,81
;745;232;2319;75;1;1;1,0;150,0;2,35;2,1
21190;782;247;10265;24;1;1;1,0;30,0;10,34;9,34
25654;782;247;4186;24;1;1;1,0;30,0;4,23;3,82
;798;252;15887;111;1;1;1,0;20,0;16,0;14,48
;799;254;6772;80;1;1;6,0;225,0;6,83;6,12
;800;254;16721;80;1;1;12,0;518,0;16,84;15,12
;801;254;2030;80;1;1;1,0;56,0;2,06;1,87
;5120;255;1152;69;1;1;1,0;200,0;1,17;1,04
;809;257;20005;104;1;1;2,0;21,0;20,16;18,13
;811;257;2677;104;1;1;1,0;14,0;2,71;2,41
8377;815;259;5031;248;1;1;1,0;30,0;5,08;4,51
;818;259;10784;147;1;1;1,0;40,0;10,86;9,87
;824;263;2657;242;1;1;1,0;30,0;2,69;2,46
8677;824;263;18521;242;1;1;3,0;220,0;18,66;16,56
;846;271;9080;89;1;1;1,0;112,0;9,15;8,13
;848;272;22758;50;1;1;7,0;394,0;22,94;20,57
6550;850;274;13036;257;1;1;5,0;140,0;13,13;11,74
18847;932;299;7160;254;1;1;1,0;250,0;7,22;6,41
;871;279;2509;100;1;1;1,0;15,0;2,54;2,25
;876;279;5669;100;1;1;2,0;42,0;5,72;5,08
16775;878;280;8265;92;1;1;1,0;168,0;8,33;7,49
16772;880;280;5749;92;1;1;1,0;84,0;5,8;5,25
16777;882;280;7090;92;1;1;1,0;56,0;7,15;6,47
;893;282;30529;86;1;1;5,0;322,0;30,85;27,67
;894;282;3439;86;1;1;1,0;100,0;3,48;3,09
;896;282;82773;86;1;1;22,0;1842,0;90,26;80,95
24323;896;282;33299;86;1;1;4,0;500,0;33,7;30,34
;897;282;13780;86;1;1;1,0;100,0;13,88;12,33
;899;282;30996;86;1;1;12,0;930,0;31,33;28,14
10842;944;302;1470;68;1;1;1,0;300,0;1,49;1,32
;946;302;22126;87;1;1;7,0;516,0;22,3;19,87
6496;982;305;12807;186;1;1;2,0;168,0;12,9;11,62
4622;983;305;5847;186;1;1;2,0;224,0;5,9;5,26
4625;997;305;14684;186;1;1;3,0;224,0;14,79;13,36
18565;997;305;13453;186;1;1;3,0;224,0;13,55;12,1
21044;1077;310;5310;134;1;1;1,0;112,0;5,36;4,76
;924;297;2589;107;1;1;1,0;24,0;2,62;2,39
;1144;315;17848;85;1;1;4,0;194,0;17,98;16,33
;1160;324;105234;49;1;1;1,0;112,0;123,01;111,76
10030;1213;337;109077;168;1;1;1,0;1,0;129,37;129,37
;1222;342;2359;62;1;1;2,0;56,0;2,39;2,15
18700;1222;342;12549;62;1;1;1,0;56,0;12,64;11,57
;1227;343;15629;138;1;1;2,0;56,0;15,74;14,08
;1234;344;2667;149;1;1;1,0;84,0;2,7;2,4
;1236;345;1400;209;1;1;1,0;5,0;1,42;1,26
;1242;345;29237;133;1;1;1,0;30,0;29,53;26,23
;1248;345;40040;133;1;1;1,0;21,0;40,7;36,15
;1269;353;1990;73;1;1;1,0;56,0;2,02;1,83
;1274;353;5905;73;1;1;8,0;194,0;5,96;5,35
;1277;353;15797;73;1;1;12,0;495,0;15,91;14,28
;1288;360;11179;206;1;1;2,0;200,0;11,26;10,12
26443;1288;360;11179;206;1;1;2,0;200,0;11,26;10,15
;1295;360;7368;198;1;1;1,0;21,0;7,43;6,69
;1308;360;97811;198;1;1;15,0;644,0;111,44;99,43
;1309;360;5210;198;1;1;1,0;19,0;5,26;4,67
8746;1309;360;8931;198;1;1;1,0;28,0;9,0;8,13
26460;1309;360;15390;198;1;1;1,0;56,0;15,5;13,77
;1321;367;34685;29;1;1;5,0;196,0;35,14;31,63
8352;1331;368;12906;87;1;1;1,0;140,0;13,0;11,75
;1381;386;5799;17;1;1;1,0;84,0;5,85;5,2
;1390;388;10704;99;1;1;7,0;196,0;10,78;9,6
21346;1401;392;5051;78;1;1;1,0;84,0;5,1;4,53
;1405;393;4951;40;1;1;1,0;28,0;5,0;4,43
;1411;395;17702;102;1;1;8,0;147,0;17,83;15,84
;1414;395;61371;102;1;1;2,0;112,0;63,92;56,77
9318;1414;395;21542;102;1;1;1,0;56,0;21,71;19,28
;1425;399;15042;81;1;1;1,0;28,0;15,15;13,68
;1440;404;55093;254;1;1;1,0;60,0;56,87;50,51
19620;1442;405;67559;52;1;1;2,0;140,0;71,2;64,02
9586;1587;412;6473;238;1;1;1,0;500,0;6,53;5,8
26886;1644;432;22945;248;1;1;1,0;90,0;23,13;20,54
;1654;435;3559;80;1;1;3,0;84,0;3,6;3,21
;1664;437;47325;8;1;1;4,0;280,0;48,4;43,72
18870;1664;437;49172;8;1;1;1,0;56,0;50,38;45,27
25909;1669;438;33050;146;1;1;2,0;48,0;33,44;29,98
26971;1678;438;9120;134;1;1;1,0;112,0;9,19;8,16
21214;1694;438;28745;134;1;1;1,0;334,0;29,03;25,78
9370;1677;445;16900;134;1;1;1,0;84,0;17,02;15,12
15925;1677;445;11348;134;1;1;1,0;84,0;11,43;10,27
20160;1697;447;8831;146;1;1;1,0;30,0;8,9;7,9
16860;1713;452;7041;148;1;1;1,0;63,0;7,1;6,31
26779;1714;453;81225;148;1;1;4,0;378,0;88,2;78,34
9972;1715;455;6672;148;1;1;1,0;63,0;6,73;5,98
17989;1716;456;2787;148;1;1;1,0;63,0;2,82;2,5
6897;1721;460;14218;148;1;1;1,0;126,0;14,32;12,93
;1729;464;27719;198;1;1;2,0;56,0;27,98;25,03
;1730;464;19955;198;1;1;1,0;28,0;20,11;18,41
;1731;464;22777;198;1;1;1,0;28,0;22,96;20,39
;1747;471;165123;52;1;1;5,0;280,0;263,1;236,84
;1759;476;64835;43;1;1;5,0;336,0;67,92;61,49
;1761;476;25023;43;1;1;2,0;112,0;25,24;22,5
;1763;476;20887;43;1;1;2,0;140,0;21,05;18,8
24939;1766;479;13285;52;1;1;1,0;56,0;13,38;12,08
16219;1768;479;42707;52;1;1;1,0;56,0;43,5;38,64
;1805;484;6981;169;1;1;6,0;352,0;7,04;6,32
;1807;484;3015;169;1;1;1,0;90,0;3,05;2,71
;1814;490;25557;154;1;1;1,0;28,0;25,78;23,33
25290;1814;490;92112;154;1;1;3,0;112,0;103,12;91,59
;1816;491;14803;62;1;1;3,0;142,0;14,91;13,39
;1817;491;8035;62;1;1;1,0;56,0;8,1;7,2
;1835;497;2657;100;1;1;2,0;48,0;2,69;2,46
;1840;498;876;113;1;1;1,0;1,0;0,89;0,79
8771;1840;498;21193;113;1;1;2,0;3,0;21,36;18,97
;1872;513;6343;80;1;1;4,0;196,0;6,4;5,71
5649;1912;519;6383;225;1;1;1,0;1,0;6,44;5,82
;1915;519;8861;58;1;1;1,0;1,0;8,93;7,93
22745;1903;522;174813;58;1;1;3,0;5,0;297,4;265,03
22744;1916;522;34556;58;1;1;1,0;1,0;35,0;31,63
22747;1918;522;40250;58;1;1;1,0;1,0;40,92;36,95
;1949;527;8295;170;1;1;4,0;260,0;8,36;7,43
;1975;541;4754;32;1;1;5,0;168,0;4,8;4,33
;1978;541;6105;32;1;1;6,0;224,0;6,16;5,56
10736;1984;542;9527;256;1;1;4,0;75,0;9,6;8,59
;2790;550;53964;127;1;1;10,0;756,0;55,62;50,18
;2792;550;14208;127;1;1;3,0;84,0;14,31;12,9
;2793;550;14446;127;1;1;5,0;420,0;14,55;13,05
;2795;551;995;127;1;1;1,0;28,0;1,01;0,91
;2796;551;2060;127;1;1;1,0;56,0;2,09;1,89
;2846;563;3399;42;1;1;1,0;1,0;3,44;3,06
22317;2855;564;27248;54;1;1;1,0;30,0;27,5;24,43
26923;2856;565;156158;168;1;1;1,0;1,0;235,0;235,0
;2962;596;32915;242;1;1;7,0;480,0;33,3;29,59
6582;2957;597;14416;242;1;1;5,0;180,0;14,52;13,03
8356;2958;601;9886;242;1;1;4,0;120,0;9,96;9,96
;3009;609;9001;200;1;1;1,0;112,0;9,07;8,06
5602;3013;611;2139;62;1;1;4,0;98,0;2,17;1,93
;3016;614;6373;3;1;1;2,0;120,0;6,43;5,71
;3071;617;1075;216;1;1;1,0;10,0;1,09;1,01
25118;3069;618;1862;216;1;1;1,0;15,0;1,89;1,71
6282;3079;619;36272;140;1;1;1,0;2,0;36,8;32,57
;3092;620;7626;198;1;1;6,0;181,0;7,69;6,88
;3127;634;2827;31;1;1;1,0;56,0;2,86;2,58
19327;3150;645;122162;126;1;1;3,0;25,0;153,0;153,0
19320;3152;646;103127;126;1;1;2,0;20,0;119,56;119,56
16059;3161;650;128661;126;1;1;2,0;20,0;166,0;166,0
5165;3165;651;28032;126;1;1;1,0;5,0;28,3;28,3
12682;3191;658;56932;126;1;1;1,0;10,0;58,92;58,92
;3214;668;4604;41;1;1;1,0;84,0;4,65;4,13
;3217;668;6303;41;1;1;1,0;84,0;6,36;5,65
;3213;669;13980;41;1;1;1,0;56,0;14,08;12,68
;3215;669;4554;41;1;1;1,0;56,0;4,6;4,14
;3234;676;4176;42;1;1;1,0;112,0;4,22;3,86
;3236;676;26953;42;1;1;5,0;224,0;27,2;24,44
;3237;676;6692;42;1;1;1,0;28,0;6,75;6,14
;3241;676;14524;42;1;1;4,0;111,0;14,63;13,12
24595;3256;682;9110;113;1;1;1,0;10,0;9,18;8,15
;3273;689;3006;254;1;1;1,0;120,0;3,04;2,74
;3316;702;24272;19;1;1;6,0;4500,0;24,48;21,77
16029;3324;704;23336;90;1;1;1,0;56,0;23,53;20,9
;3327;704;16880;90;1;1;1,0;56,0;17,0;15,39
;3370;706;7150;8;1;1;3,0;196,0;7,21;6,55
26950;3371;706;5925;8;1;1;1,0;56,0;5,98;5,31
;3372;706;55749;8;1;1;29,0;1250,0;57,59;51,79
;3373;706;18462;8;1;1;2,0;112,0;18,6;16,46
26952;3373;706;5449;8;1;1;1,0;28,0;5,5;4,97
;3381;709;12160;212;1;1;4,0;21,0;12,25;12,25
26723;3380;710;14218;212;1;1;1,0;3,0;14,32;14,32
;3392;714;28227;43;1;1;2,0;140,0;28,5;25,91
15842;3400;717;134214;90;1;1;1,0;112,0;177,97;177,97
;3402;717;1460;90;1;1;1,0;28,0;1,48;1,34
;3404;717;8135;90;1;1;1,0;112,0;8,2;7,28
;3435;726;14694;130;1;1;5,0;224,0;14,8;13,27
;3438;726;16027;130;1;1;3,0;168,0;16,14;14,55
;3440;726;18266;130;1;1;4,0;280,0;18,4;16,66
19577;3510;742;15727;238;1;1;2,0;900,0;15,84;14,22
8876;3228;744;17365;238;1;1;3,0;1500,0;17,49;15,75
;3516;747;101946;127;1;1;1,0;3,0;117,72;117,72
9397;3518;748;56327;82;1;1;1,0;28,0;58,24;58,24
9399;3520;748;113629;82;1;1;2,0;56,0;137,2;137,2
;3528;749;826;41;1;1;1,0;28,0;0,84;0,76
21106;3530;751;4971;77;1;1;3,0;182,0;5,02;4,51
21107;3532;751;4455;77;1;1;2,0;112,0;4,5;4,03
;3546;757;12110;10;1;1;2,0;200,0;12,2;11,02
;3546;757;6821;10;1;1;1,0;30,0;6,88;6,22
;3562;763;16405;41;1;1;6,0;392,0;16,52;14,8
;3565;763;10265;41;1;1;6,0;308,0;10,34;9,28
;3567;763;6871;41;1;1;5,0;196,0;6,93;6,24
;3561;764;1813;41;1;1;1,0;28,0;1,84;1,67
25211;5358;780;58540;176;1;1;1,0;12,0;60,72;54,27
;3720;784;23539;3;1;1;4,0;312,0;23,74;21,4
;3721;784;28773;3;1;1;5,0;252,0;29,06;25,81
;3738;791;14258;72;1;1;1,0;28,0;14,36;12,76
;3740;792;10604;198;1;1;5,0;308,0;10,68;9,55
;3744;794;13046;99;1;1;6,0;252,0;13,14;11,72
;3745;794;57277;99;1;1;1,0;50,0;59,31;59,31
;3748;794;9299;99;1;1;5,0;163,0;9,37;9,37
5334;3788;807;53310;13;1;1;1,0;168,0;54,9;54,9
5336;3794;807;53300;13;1;1;1,0;84,0;54,89;54,89
;3798;810;16919;127;1;1;1,0;112,0;17,04;15,35
;3801;810;31574;127;1;1;3,0;336,0;31,92;28,77
;3803;810;61153;127;1;1;13,0;1404,0;63,68;57,43
11326;3803;810;3799;127;1;1;1,0;112,0;3,84;3,46
;3806;810;1900;127;1;1;1,0;56,0;1,93;1,75
17904;3825;814;165739;200;1;1;2,0;16,0;265,12;265,12
;3831;814;9090;200;1;1;4,0;112,0;9,16;9,16
17908;3837;814;69834;200;1;1;1,0;4,0;73,92;73,92
9632;3858;821;45720;82;1;1;1,0;56,0;46,67;46,67
;3859;821;15261;82;1;1;1,0;84,0;15,37;15,37
7707;3860;821;8255;82;1;1;1,0;8,0;8,32;8,32
9634;3864;821;62575;82;1;1;1,0;56,0;65,33;65,33
7709;3865;821;28032;82;1;1;1,0;20,0;28,3;28,3
16942;3869;821;23836;82;1;1;1,0;30,0;24,04;24,04
;3885;826;1755;85;1;1;1,0;60,0;1,78;1,62
26873;3895;828;4266;147;1;1;1,0;40,0;4,31;3,83
;3899;828;1350;110;1;1;1,0;21,0;1,37;1,24
8359;3908;832;1793;257;1;1;1,0;30,0;1,82;1,62
;3938;838;28715;154;1;1;1,0;30,0;29,0;26,21
5948;3938;838;28715;154;1;1;1,0;30,0;29,0;26,24
;3940;839;5589;81;1;1;4,0;112,0;5,64;5,03
;3943;839;4037;81;1;1;1,0;84,0;4,08;3,71
9379;3954;845;4276;242;1;1;1,0;30,0;4,32;3,87
18563;3958;845;7617;225;1;1;1,0;1,0;7,68;6,83
;3959;846;1745;60;1;1;1,0;28,0;1,77;1,57
16730;3968;848;6184;87;1;1;3,0;72,0;6,24;6,24
16734;3982;848;1520;87;1;1;1,0;28,0;1,54;1,54
16735;3985;848;24114;87;1;1;1,0;60,0;24,32;24,32
5770;4019;854;5210;256;1;1;1,0;15,0;5,26;4,75
6763;4025;855;84173;163;1;1;1,0;56,0;92,13;92,13
;4044;869;14773;198;1;1;4,0;224,0;14,88;13,37
;4049;869;34929;198;1;1;3,0;224,0;35,4;31,44
;4059;873;116323;37;1;1;1,0;84,0;142,02;142,02
;4061;874;2827;210;1;1;1,0;5,0;2,86;2,54
;4105;883;2677;44;1;1;1,0;56,0;2,71;2,44
;4106;883;16861;44;1;1;2,0;176,0;16,98;15,49
4576;4136;888;7279;43;1;1;1,0;56,0;7,34;6,61
4644;4136;888;7398;43;1;1;1,0;112,0;7,46;6,83
4572;4140;888;13602;43;1;1;1,0;56,0;13,7;12,34
;4149;890;5749;72;1;1;3,0;112,0;5,8;5,26
16765;4152;891;6732;112;1;1;2,0;10,0;6,79;6,03
;4155;891;29508;112;1;1;2,0;58,0;29,81;27,18
16767;4155;891;3380;112;1;1;1,0;28,0;3,42;3,08
;4173;894;2219;134;1;1;1,0;28,0;2,25;2,0
;4175;897;20403;78;1;1;1,0;28,0;20,56;18,3
19543;4182;898;1775;115;1;1;1,0;30,0;1,8;1,59
;4202;903;2369;75;1;1;1,0;56,0;2,4;2,13
;4207;903;1735;75;1;1;1,0;56,0;1,76;1,56
;4215;903;1599;75;1;1;2,0;52,0;1,62;1,45
;4216;903;925;75;1;1;1,0;28,0;0,94;0,85
;4231;911;9289;210;1;1;1,0;10,0;9,36;8,31
;4235;913;7150;8;1;1;3,0;196,0;7,21;6,43
;4238;913;29284;8;1;1;17,0;812,0;29,58;26,48
;4241;913;22186;8;1;1;5,0;182,0;22,36;20,16
;4292;920;2608;73;1;1;1,0;56,0;2,64;2,34
;4304;924;3380;154;1;1;1,0;112,0;3,42;3,04
;4309;924;13672;154;1;1;1,0;30,0;13,77;12,43
20182;4313;925;22678;87;1;1;1,0;56,0;22,86;22,86
16567;4325;925;66562;87;1;1;1,0;56,0;70,0;70,0
8240;2151;930;130331;28;1;1;2,0;600,0;169,5;150,55
;4354;931;3263;8;1;1;1,0;84,0;3,3;2,98
;4355;931;5350;8;1;1;2,0;112,0;5,4;4,89
;4360;932;7735;86;1;1;2,0;600,0;7,8;6,93
;4368;932;4584;86;1;1;1,0;500,0;4,63;4,09
;4378;932;28528;86;1;1;5,0;380,0;28,81;25,7
;4380;932;52830;86;1;1;20,0;2124,0;54,37;48,82
21744;4370;933;22087;86;1;1;1,0;224,0;22,26;19,81
;4395;941;5469;80;1;1;2,0;84,0;5,52;4,9
25371;4407;945;35697;45;1;1;1,0;168,0;36,2;32,61
;4408;946;6981;3;1;1;1,0;84,0;7,04;6,4
;4436;952;3739;41;1;1;1,0;84,0;3,78;3,36
;4468;963;15907;100;1;1;1,0;100,0;16,02;14,23
;4469;963;9189;100;1;1;6,0;240,0;9,26;8,31
;4488;968;2509;68;1;1;2,0;400,0;2,54;2,26
;4506;975;50342;127;1;1;1,0;56,0;51,66;46,54
;4507;975;35397;127;1;1;1,0;28,0;35,89;31,88
16273;4569;989;3819;216;1;1;1,0;30,0;3,86;3,42
9314;4578;996;3469;155;1;1;1,0;12,0;3,51;3,12
13134;4591;1000;5749;299;1;1;1,0;20,0;5,8;5,8
;4606;1003;1005;52;1;1;1,0;28,0;1,02;0,93
;4607;1003;2429;52;1;1;2,0;56,0;2,46;2,2
;4608;1003;3163;52;1;1;1,0;56,0;3,2;2,89
;4614;1005;7795;133;1;1;2,0;250,0;7,86;6,98
;4615;1005;8215;133;1;1;1,0;168,0;8,28;7,46
;4621;1005;14198;133;1;1;5,0;282,0;14,3;12,82
;4631;1007;61784;90;1;1;1,0;56,0;64,4;57,2
;4632;1007;61784;90;1;1;1,0;56,0;64,4;58,16
;4635;1007;87418;90;1;1;2,0;84,0;96,6;85,8
;4636;1007;61784;90;1;1;1,0;56,0;64,4;58,19
;4637;1007;61784;90;1;1;1,0;56,0;64,4;58,29
