Geo_Name,Geo_Code,Mid_Year_Ending,Gender,Age,Population_Estimate
South Eastern,SEHSCT,1993,All persons,80,1368
South Eastern,SEHSCT,1993,All persons,81,1238
South Eastern,SEHSCT,1993,All persons,82,1158
South Eastern,SEHSCT,1993,All persons,83,1037
South Eastern,SEHSCT,1993,All persons,84,897
South Eastern,SEHSCT,1993,All persons,85,768
South Eastern,SEHSCT,1993,All persons,86,704
South Eastern,SEHSCT,1993,All persons,87,623
South Eastern,SEHSCT,1993,All persons,88,515
South Eastern,SEHSCT,1993,All persons,89,396
South Eastern,SEHSCT,1993,All persons,90,1269
South Eastern,SEHSCT,1993,Females,0,2110
South Eastern,SEHSCT,1993,Females,1,2240
South Eastern,SEHSCT,1993,Females,2,2302
South Eastern,SEHSCT,1993,Females,3,2279
South Eastern,SEHSCT,1993,Females,4,2289
South Eastern,SEHSCT,1993,Females,5,2310
South Eastern,SEHSCT,1993,Females,6,2346
South Eastern,SEHSCT,1993,Females,7,2362
South Eastern,SEHSCT,1993,Females,8,2327
South Eastern,SEHSCT,1993,Females,9,2294
South Eastern,SEHSCT,1993,Females,10,2313
South Eastern,SEHSCT,1993,Females,11,2297
South Eastern,SEHSCT,1993,Females,12,2440
South Eastern,SEHSCT,1993,Females,13,2389
South Eastern,SEHSCT,1993,Females,14,2317
South Eastern,SEHSCT,1993,Females,15,2258
South Eastern,SEHSCT,1993,Females,16,2229
South Eastern,SEHSCT,1993,Females,17,2131
South Eastern,SEHSCT,1993,Females,18,2076
South Eastern,SEHSCT,1993,Females,19,1875
South Eastern,SEHSCT,1993,Females,20,1953
South Eastern,SEHSCT,1993,Females,21,1841
South Eastern,SEHSCT,1993,Females,22,2095
South Eastern,SEHSCT,1993,Females,23,2147
South Eastern,SEHSCT,1993,Females,24,2226
South Eastern,SEHSCT,1993,Females,25,2175
South Eastern,SEHSCT,1993,Females,26,2250
South Eastern,SEHSCT,1993,Females,27,2299
South Eastern,SEHSCT,1993,Females,28,2407
South Eastern,SEHSCT,1993,Females,29,2363
South Eastern,SEHSCT,1993,Females,30,2348
South Eastern,SEHSCT,1993,Females,31,2360
South Eastern,SEHSCT,1993,Females,32,2408
South Eastern,SEHSCT,1993,Females,33,2311
South Eastern,SEHSCT,1993,Females,34,2272
South Eastern,SEHSCT,1993,Females,35,2285
South Eastern,SEHSCT,1993,Females,36,2174
South Eastern,SEHSCT,1993,Females,37,2087
South Eastern,SEHSCT,1993,Females,38,1975
South Eastern,SEHSCT,1993,Females,39,2013
South Eastern,SEHSCT,1993,Females,40,2076
South Eastern,SEHSCT,1993,Females,41,1999
South Eastern,SEHSCT,1993,Females,42,1967
South Eastern,SEHSCT,1993,Females,43,2044
South Eastern,SEHSCT,1993,Females,44,2138
South Eastern,SEHSCT,1993,Females,45,2222
South Eastern,SEHSCT,1993,Females,46,2141
South Eastern,SEHSCT,1993,Females,47,1943
South Eastern,SEHSCT,1993,Females,48,1972
South Eastern,SEHSCT,1993,Females,49,1990
South Eastern,SEHSCT,1993,Females,50,1946
South Eastern,SEHSCT,1993,Females,51,1650
South Eastern,SEHSCT,1993,Females,52,1535
South Eastern,SEHSCT,1993,Females,53,1493
South Eastern,SEHSCT,1993,Females,54,1534
South Eastern,SEHSCT,1993,Females,55,1450
South Eastern,SEHSCT,1993,Females,56,1420
South Eastern,SEHSCT,1993,Females,57,1391
South Eastern,SEHSCT,1993,Females,58,1365
South Eastern,SEHSCT,1993,Females,59,1325
South Eastern,SEHSCT,1993,Females,60,1370
South Eastern,SEHSCT,1993,Females,61,1389
South Eastern,SEHSCT,1993,Females,62,1314
South Eastern,SEHSCT,1993,Females,63,1398
South Eastern,SEHSCT,1993,Females,64,1384
South Eastern,SEHSCT,1993,Females,65,1351
South Eastern,SEHSCT,1993,Females,66,1350
South Eastern,SEHSCT,1993,Females,67,1393
South Eastern,SEHSCT,1993,Females,68,1333
South Eastern,SEHSCT,1993,Females,69,1276
South Eastern,SEHSCT,1993,Females,70,1285
South Eastern,SEHSCT,1993,Females,71,1314
South Eastern,SEHSCT,1993,Females,72,1310
South Eastern,SEHSCT,1993,Females,73,1257
South Eastern,SEHSCT,1993,Females,74,1062
South Eastern,SEHSCT,1993,Females,75,969
South Eastern,SEHSCT,1993,Females,76,984
South Eastern,SEHSCT,1993,Females,77,957
South Eastern,SEHSCT,1993,Females,78,955
South Eastern,SEHSCT,1993,Females,79,890
South Eastern,SEHSCT,1993,Females,80,863
South Eastern,SEHSCT,1993,Females,81,832
South Eastern,SEHSCT,1993,Females,82,777
South Eastern,SEHSCT,1993,Females,83,723
South Eastern,SEHSCT,1993,Females,84,621
South Eastern,SEHSCT,1993,Females,85,565
South Eastern,SEHSCT,1993,Females,86,503
South Eastern,SEHSCT,1993,Females,87,449
South Eastern,SEHSCT,1993,Females,88,390
South Eastern,SEHSCT,1993,Females,89,301
South Eastern,SEHSCT,1993,Females,90,1037
South Eastern,SEHSCT,1993,Males,0,2111
South Eastern,SEHSCT,1993,Males,1,2384
South Eastern,SEHSCT,1993,Males,2,2407
South Eastern,SEHSCT,1993,Males,3,2403
South Eastern,SEHSCT,1993,Males,4,2421
South Eastern,SEHSCT,1993,Males,5,2519
South Eastern,SEHSCT,1993,Males,6,2442
South Eastern,SEHSCT,1993,Males,7,2451
South Eastern,SEHSCT,1993,Males,8,2467
South Eastern,SEHSCT,1993,Males,9,2479
South Eastern,SEHSCT,1993,Males,10,2461
South Eastern,SEHSCT,1993,Males,11,2429
South Eastern,SEHSCT,1993,Males,12,2539
South Eastern,SEHSCT,1993,Males,13,2606
South Eastern,SEHSCT,1993,Males,14,2311
South Eastern,SEHSCT,1993,Males,15,2232
South Eastern,SEHSCT,1993,Males,16,2225
South Eastern,SEHSCT,1993,Males,17,2290
South Eastern,SEHSCT,1993,Males,18,2340
South Eastern,SEHSCT,1993,Males,19,2232
South Eastern,SEHSCT,1993,Males,20,2273
South Eastern,SEHSCT,1993,Males,21,2229
South Eastern,SEHSCT,1993,Males,22,2416
South Eastern,SEHSCT,1993,Males,23,2367
South Eastern,SEHSCT,1993,Males,24,2474
South Eastern,SEHSCT,1993,Males,25,2285
South Eastern,SEHSCT,1993,Males,26,2308
South Eastern,SEHSCT,1993,Males,27,2358
South Eastern,SEHSCT,1993,Males,28,2357
South Eastern,SEHSCT,1993,Males,29,2318
South Eastern,SEHSCT,1993,Males,30,2368
South Eastern,SEHSCT,1993,Males,31,2306
South Eastern,SEHSCT,1993,Males,32,2284
South Eastern,SEHSCT,1993,Males,33,2295
South Eastern,SEHSCT,1993,Males,34,2141
South Eastern,SEHSCT,1993,Males,35,2210
South Eastern,SEHSCT,1993,Males,36,2163
South Eastern,SEHSCT,1993,Males,37,2141
South Eastern,SEHSCT,1993,Males,38,2013
South Eastern,SEHSCT,1993,Males,39,2045
South Eastern,SEHSCT,1993,Males,40,2014
South Eastern,SEHSCT,1993,Males,41,1981
South Eastern,SEHSCT,1993,Males,42,1975
South Eastern,SEHSCT,1993,Males,43,1991
South Eastern,SEHSCT,1993,Males,44,2032
South Eastern,SEHSCT,1993,Males,45,2140
South Eastern,SEHSCT,1993,Males,46,2101
South Eastern,SEHSCT,1993,Males,47,2007
South Eastern,SEHSCT,1993,Males,48,1952
South Eastern,SEHSCT,1993,Males,49,1960
South Eastern,SEHSCT,1993,Males,50,1872
South Eastern,SEHSCT,1993,Males,51,1712
South Eastern,SEHSCT,1993,Males,52,1506
South Eastern,SEHSCT,1993,Males,53,1433
South Eastern,SEHSCT,1993,Males,54,1466
South Eastern,SEHSCT,1993,Males,55,1388
South Eastern,SEHSCT,1993,Males,56,1410
South Eastern,SEHSCT,1993,Males,57,1375
South Eastern,SEHSCT,1993,Males,58,1308
South Eastern,SEHSCT,1993,Males,59,1244
South Eastern,SEHSCT,1993,Males,60,1250
South Eastern,SEHSCT,1993,Males,61,1146
South Eastern,SEHSCT,1993,Males,62,1158
South Eastern,SEHSCT,1993,Males,63,1131
South Eastern,SEHSCT,1993,Males,64,1052
South Eastern,SEHSCT,1993,Males,65,1075
South Eastern,SEHSCT,1993,Males,66,1125
South Eastern,SEHSCT,1993,Males,67,1114
South Eastern,SEHSCT,1993,Males,68,1043
South Eastern,SEHSCT,1993,Males,69,1034
South Eastern,SEHSCT,1993,Males,70,945
South Eastern,SEHSCT,1993,Males,71,966
South Eastern,SEHSCT,1993,Males,72,997
South Eastern,SEHSCT,1993,Males,73,956
South Eastern,SEHSCT,1993,Males,74,744
South Eastern,SEHSCT,1993,Males,75,629
South Eastern,SEHSCT,1993,Males,76,623
South Eastern,SEHSCT,1993,Males,77,559
South Eastern,SEHSCT,1993,Males,78,552
South Eastern,SEHSCT,1993,Males,79,505
South Eastern,SEHSCT,1993,Males,80,505
South Eastern,SEHSCT,1993,Males,81,406
South Eastern,SEHSCT,1993,Males,82,381
South Eastern,SEHSCT,1993,Males,83,314
South Eastern,SEHSCT,1993,Males,84,276
South Eastern,SEHSCT,1993,Males,85,203
South Eastern,SEHSCT,1993,Males,86,201
South Eastern,SEHSCT,1993,Males,87,174
South Eastern,SEHSCT,1993,Males,88,125
South Eastern,SEHSCT,1993,Males,89,95
South Eastern,SEHSCT,1993,Males,90,232
Southern,SHSCT,1993,All persons,0,4779
Southern,SHSCT,1993,All persons,1,4962
Southern,SHSCT,1993,All persons,2,5142
Southern,SHSCT,1993,All persons,3,5076
Southern,SHSCT,1993,All persons,4,5132
Southern,SHSCT,1993,All persons,5,5191
Southern,SHSCT,1993,All persons,6,5237
Southern,SHSCT,1993,All persons,7,5119
Southern,SHSCT,1993,All persons,8,5160
Southern,SHSCT,1993,All persons,9,5221
Southern,SHSCT,1993,All persons,10,5122
Southern,SHSCT,1993,All persons,11,5053
Southern,SHSCT,1993,All persons,12,5215
Southern,SHSCT,1993,All persons,13,5243
Southern,SHSCT,1993,All persons,14,5044
Southern,SHSCT,1993,All persons,15,4890
Southern,SHSCT,1993,All persons,16,4755
Southern,SHSCT,1993,All persons,17,4648
Southern,SHSCT,1993,All persons,18,4571
Southern,SHSCT,1993,All persons,19,4083
Southern,SHSCT,1993,All persons,20,4228
Southern,SHSCT,1993,All persons,21,4366
Southern,SHSCT,1993,All persons,22,4576
Southern,SHSCT,1993,All persons,23,4520
Southern,SHSCT,1993,All persons,24,4668
Southern,SHSCT,1993,All persons,25,4538
Southern,SHSCT,1993,All persons,26,4490
Southern,SHSCT,1993,All persons,27,4618
Southern,SHSCT,1993,All persons,28,4680
Southern,SHSCT,1993,All persons,29,4582
Southern,SHSCT,1993,All persons,30,4538
Southern,SHSCT,1993,All persons,31,4387
Southern,SHSCT,1993,All persons,32,4381
Southern,SHSCT,1993,All persons,33,4394
Southern,SHSCT,1993,All persons,34,4126
Southern,SHSCT,1993,All persons,35,4064
Southern,SHSCT,1993,All persons,36,3999
Southern,SHSCT,1993,All persons,37,3854
Southern,SHSCT,1993,All persons,38,3707
Southern,SHSCT,1993,All persons,39,3658
Southern,SHSCT,1993,All persons,40,3649
Southern,SHSCT,1993,All persons,41,3418
Southern,SHSCT,1993,All persons,42,3524
Southern,SHSCT,1993,All persons,43,3593
Southern,SHSCT,1993,All persons,44,3528
Southern,SHSCT,1993,All persons,45,3590
Southern,SHSCT,1993,All persons,46,3546
Southern,SHSCT,1993,All persons,47,3306
Southern,SHSCT,1993,All persons,48,3337
Southern,SHSCT,1993,All persons,49,3229
Southern,SHSCT,1993,All persons,50,3224
Southern,SHSCT,1993,All persons,51,2933
Southern,SHSCT,1993,All persons,52,2798
Southern,SHSCT,1993,All persons,53,2736
Southern,SHSCT,1993,All persons,54,2734
Southern,SHSCT,1993,All persons,55,2687
Southern,SHSCT,1993,All persons,56,2721
Southern,SHSCT,1993,All persons,57,2726
Southern,SHSCT,1993,All persons,58,2497
Southern,SHSCT,1993,All persons,59,2481
Southern,SHSCT,1993,All persons,60,2484
Southern,SHSCT,1993,All persons,61,2428
Southern,SHSCT,1993,All persons,62,2404
Southern,SHSCT,1993,All persons,63,2378
Southern,SHSCT,1993,All persons,64,2311
Southern,SHSCT,1993,All persons,65,2273
Southern,SHSCT,1993,All persons,66,2206
Southern,SHSCT,1993,All persons,67,2243
Southern,SHSCT,1993,All persons,68,2154
Southern,SHSCT,1993,All persons,69,2152
Southern,SHSCT,1993,All persons,70,2045
Southern,SHSCT,1993,All persons,71,1959
Southern,SHSCT,1993,All persons,72,1976
Southern,SHSCT,1993,All persons,73,1825
Southern,SHSCT,1993,All persons,74,1642
Southern,SHSCT,1993,All persons,75,1443
Southern,SHSCT,1993,All persons,76,1395
Southern,SHSCT,1993,All persons,77,1359
Southern,SHSCT,1993,All persons,78,1378
Southern,SHSCT,1993,All persons,79,1248
Southern,SHSCT,1993,All persons,80,1136
Southern,SHSCT,1993,All persons,81,1040
Southern,SHSCT,1993,All persons,82,942
Southern,SHSCT,1993,All persons,83,797
Southern,SHSCT,1993,All persons,84,707
Southern,SHSCT,1993,All persons,85,583
Southern,SHSCT,1993,All persons,86,509
Southern,SHSCT,1993,All persons,87,446
Southern,SHSCT,1993,All persons,88,381
Southern,SHSCT,1993,All persons,89,278
Southern,SHSCT,1993,All persons,90,880
Southern,SHSCT,1993,Females,0,2318
Southern,SHSCT,1993,Females,1,2411
Southern,SHSCT,1993,Females,2,2452
Southern,SHSCT,1993,Females,3,2417
Southern,SHSCT,1993,Females,4,2450
Southern,SHSCT,1993,Females,5,2555
Southern,SHSCT,1993,Females,6,2537
Southern,SHSCT,1993,Females,7,2507
Southern,SHSCT,1993,Females,8,2542
Southern,SHSCT,1993,Females,9,2553
Southern,SHSCT,1993,Females,10,2511
Southern,SHSCT,1993,Females,11,2522
Southern,SHSCT,1993,Females,12,2575
Southern,SHSCT,1993,Females,13,2585
Southern,SHSCT,1993,Females,14,2509
Southern,SHSCT,1993,Females,15,2413
Southern,SHSCT,1993,Females,16,2322
Southern,SHSCT,1993,Females,17,2258
Southern,SHSCT,1993,Females,18,2153
Southern,SHSCT,1993,Females,19,1919
Southern,SHSCT,1993,Females,20,1970
Southern,SHSCT,1993,Females,21,2085
Southern,SHSCT,1993,Females,22,2136
Southern,SHSCT,1993,Females,23,2144
Southern,SHSCT,1993,Females,24,2259
Southern,SHSCT,1993,Females,25,2220
Southern,SHSCT,1993,Females,26,2225
Southern,SHSCT,1993,Females,27,2238
Southern,SHSCT,1993,Females,28,2266
Southern,SHSCT,1993,Females,29,2249
Southern,SHSCT,1993,Females,30,2220
Southern,SHSCT,1993,Females,31,2190
Southern,SHSCT,1993,Females,32,2157
Southern,SHSCT,1993,Females,33,2217
Southern,SHSCT,1993,Females,34,2039
Southern,SHSCT,1993,Females,35,2013
Southern,SHSCT,1993,Females,36,1979
Southern,SHSCT,1993,Females,37,1906
Southern,SHSCT,1993,Females,38,1799
Southern,SHSCT,1993,Females,39,1812
Southern,SHSCT,1993,Females,40,1800
Southern,SHSCT,1993,Females,41,1685
Southern,SHSCT,1993,Females,42,1769
Southern,SHSCT,1993,Females,43,1809
Southern,SHSCT,1993,Females,44,1736
Southern,SHSCT,1993,Females,45,1826
Southern,SHSCT,1993,Females,46,1817
Southern,SHSCT,1993,Females,47,1682
Southern,SHSCT,1993,Females,48,1663
Southern,SHSCT,1993,Females,49,1623
Southern,SHSCT,1993,Females,50,1630
Southern,SHSCT,1993,Females,51,1481
Southern,SHSCT,1993,Females,52,1423
Southern,SHSCT,1993,Females,53,1369
Southern,SHSCT,1993,Females,54,1406
Southern,SHSCT,1993,Females,55,1364
Southern,SHSCT,1993,Females,56,1390
Southern,SHSCT,1993,Females,57,1378
Southern,SHSCT,1993,Females,58,1291
Southern,SHSCT,1993,Females,59,1307
Southern,SHSCT,1993,Females,60,1299
Southern,SHSCT,1993,Females,61,1258
Southern,SHSCT,1993,Females,62,1309
Southern,SHSCT,1993,Females,63,1278
Southern,SHSCT,1993,Females,64,1214
Southern,SHSCT,1993,Females,65,1220
Southern,SHSCT,1993,Females,66,1203
Southern,SHSCT,1993,Females,67,1220
Southern,SHSCT,1993,Females,68,1166
Southern,SHSCT,1993,Females,69,1187
Southern,SHSCT,1993,Females,70,1121
Southern,SHSCT,1993,Females,71,1112
Southern,SHSCT,1993,Females,72,1175
Southern,SHSCT,1993,Females,73,1054
Southern,SHSCT,1993,Females,74,945
Southern,SHSCT,1993,Females,75,839
Southern,SHSCT,1993,Females,76,789
Southern,SHSCT,1993,Females,77,819
Southern,SHSCT,1993,Females,78,829
Southern,SHSCT,1993,Females,79,757
Southern,SHSCT,1993,Females,80,695
Southern,SHSCT,1993,Females,81,682
Southern,SHSCT,1993,Females,82,597
Southern,SHSCT,1993,Females,83,550
Southern,SHSCT,1993,Females,84,474
Southern,SHSCT,1993,Females,85,409
Southern,SHSCT,1993,Females,86,360
Southern,SHSCT,1993,Females,87,322
Southern,SHSCT,1993,Females,88,272
Southern,SHSCT,1993,Females,89,208
Southern,SHSCT,1993,Females,90,689
Southern,SHSCT,1993,Males,0,2461
Southern,SHSCT,1993,Males,1,2551
Southern,SHSCT,1993,Males,2,2690
Southern,SHSCT,1993,Males,3,2659
Southern,SHSCT,1993,Males,4,2682
Southern,SHSCT,1993,Males,5,2636
Southern,SHSCT,1993,Males,6,2700
Southern,SHSCT,1993,Males,7,2612
Southern,SHSCT,1993,Males,8,2618
Southern,SHSCT,1993,Males,9,2668
Southern,SHSCT,1993,Males,10,2611
Southern,SHSCT,1993,Males,11,2531
Southern,SHSCT,1993,Males,12,2640
Southern,SHSCT,1993,Males,13,2658
Southern,SHSCT,1993,Males,14,2535
Southern,SHSCT,1993,Males,15,2477
Southern,SHSCT,1993,Males,16,2433
Southern,SHSCT,1993,Males,17,2390
Southern,SHSCT,1993,Males,18,2418
Southern,SHSCT,1993,Males,19,2164
Southern,SHSCT,1993,Males,20,2258
Southern,SHSCT,1993,Males,21,2281
Southern,SHSCT,1993,Males,22,2440
Southern,SHSCT,1993,Males,23,2376
Southern,SHSCT,1993,Males,24,2409
Southern,SHSCT,1993,Males,25,2318
Southern,SHSCT,1993,Males,26,2265
Southern,SHSCT,1993,Males,27,2380
Southern,SHSCT,1993,Males,28,2414
Southern,SHSCT,1993,Males,29,2333
Southern,SHSCT,1993,Males,30,2318
Southern,SHSCT,1993,Males,31,2197
Southern,SHSCT,1993,Males,32,2224
Southern,SHSCT,1993,Males,33,2177
Southern,SHSCT,1993,Males,34,2087
Southern,SHSCT,1993,Males,35,2051
Southern,SHSCT,1993,Males,36,2020
Southern,SHSCT,1993,Males,37,1948
Southern,SHSCT,1993,Males,38,1908
Southern,SHSCT,1993,Males,39,1846
Southern,SHSCT,1993,Males,40,1849
Southern,SHSCT,1993,Males,41,1733
Southern,SHSCT,1993,Males,42,1755
Southern,SHSCT,1993,Males,43,1784
Southern,SHSCT,1993,Males,44,1792
Southern,SHSCT,1993,Males,45,1764
Southern,SHSCT,1993,Males,46,1729
Southern,SHSCT,1993,Males,47,1624
Southern,SHSCT,1993,Males,48,1674
Southern,SHSCT,1993,Males,49,1606
Southern,SHSCT,1993,Males,50,1594
Southern,SHSCT,1993,Males,51,1452
Southern,SHSCT,1993,Males,52,1375
Southern,SHSCT,1993,Males,53,1367
Southern,SHSCT,1993,Males,54,1328
Southern,SHSCT,1993,Males,55,1323
Southern,SHSCT,1993,Males,56,1331
Southern,SHSCT,1993,Males,57,1348
Southern,SHSCT,1993,Males,58,1206
Southern,SHSCT,1993,Males,59,1174
Southern,SHSCT,1993,Males,60,1185
Southern,SHSCT,1993,Males,61,1170
Southern,SHSCT,1993,Males,62,1095
Southern,SHSCT,1993,Males,63,1100
Southern,SHSCT,1993,Males,64,1097
Southern,SHSCT,1993,Males,65,1053
Southern,SHSCT,1993,Males,66,1003
Southern,SHSCT,1993,Males,67,1023
Southern,SHSCT,1993,Males,68,988
Southern,SHSCT,1993,Males,69,965
Southern,SHSCT,1993,Males,70,924
Southern,SHSCT,1993,Males,71,847
Southern,SHSCT,1993,Males,72,801
Southern,SHSCT,1993,Males,73,771
Southern,SHSCT,1993,Males,74,697
Southern,SHSCT,1993,Males,75,604
Southern,SHSCT,1993,Males,76,606
Southern,SHSCT,1993,Males,77,540
Southern,SHSCT,1993,Males,78,549
Southern,SHSCT,1993,Males,79,491
Southern,SHSCT,1993,Males,80,441
Southern,SHSCT,1993,Males,81,358
Southern,SHSCT,1993,Males,82,345
Southern,SHSCT,1993,Males,83,247
Southern,SHSCT,1993,Males,84,233
Southern,SHSCT,1993,Males,85,174
Southern,SHSCT,1993,Males,86,149
Southern,SHSCT,1993,Males,87,124
Southern,SHSCT,1993,Males,88,109
Southern,SHSCT,1993,Males,89,70
Southern,SHSCT,1993,Males,90,191
Western,WHSCT,1993,All persons,0,4478
Western,WHSCT,1993,All persons,1,4530
Western,WHSCT,1993,All persons,2,4706
Western,WHSCT,1993,All persons,3,4755
Western,WHSCT,1993,All persons,4,4864
Western,WHSCT,1993,All persons,5,4976
Western,WHSCT,1993,All persons,6,5111
Western,WHSCT,1993,All persons,7,5103
Western,WHSCT,1993,All persons,8,5001
Western,WHSCT,1993,All persons,9,5177
Western,WHSCT,1993,All persons,10,5123
Western,WHSCT,1993,All persons,11,4998
Western,WHSCT,1993,All persons,12,5023
Western,WHSCT,1993,All persons,13,5100
Western,WHSCT,1993,All persons,14,4875
Western,WHSCT,1993,All persons,15,4751
Western,WHSCT,1993,All persons,16,4696
Western,WHSCT,1993,All persons,17,4677
Western,WHSCT,1993,All persons,18,4640
Western,WHSCT,1993,All persons,19,4326
Western,WHSCT,1993,All persons,20,4417
Western,WHSCT,1993,All persons,21,4313
Western,WHSCT,1993,All persons,22,4307
Western,WHSCT,1993,All persons,23,4286
Western,WHSCT,1993,All persons,24,4384
Western,WHSCT,1993,All persons,25,4135
Western,WHSCT,1993,All persons,26,4003
Western,WHSCT,1993,All persons,27,4202
Western,WHSCT,1993,All persons,28,4191
Western,WHSCT,1993,All persons,29,4025
Western,WHSCT,1993,All persons,30,4156
Western,WHSCT,1993,All persons,31,3971
Western,WHSCT,1993,All persons,32,3894
Western,WHSCT,1993,All persons,33,3879
Western,WHSCT,1993,All persons,34,3669
Western,WHSCT,1993,All persons,35,3662
Western,WHSCT,1993,All persons,36,3542
Western,WHSCT,1993,All persons,37,3530
Western,WHSCT,1993,All persons,38,3423
Western,WHSCT,1993,All persons,39,3372
Western,WHSCT,1993,All persons,40,3355
Western,WHSCT,1993,All persons,41,3161
Western,WHSCT,1993,All persons,42,3265
Western,WHSCT,1993,All persons,43,3166
Western,WHSCT,1993,All persons,44,3137
Western,WHSCT,1993,All persons,45,3089
Western,WHSCT,1993,All persons,46,3154
Western,WHSCT,1993,All persons,47,2834
Western,WHSCT,1993,All persons,48,2866
Western,WHSCT,1993,All persons,49,2865
Western,WHSCT,1993,All persons,50,2658
Western,WHSCT,1993,All persons,51,2459
Western,WHSCT,1993,All persons,52,2385
Western,WHSCT,1993,All persons,53,2277
Western,WHSCT,1993,All persons,54,2336
Western,WHSCT,1993,All persons,55,2247
Western,WHSCT,1993,All persons,56,2269
Western,WHSCT,1993,All persons,57,2179
Western,WHSCT,1993,All persons,58,2009
Western,WHSCT,1993,All persons,59,2011
Western,WHSCT,1993,All persons,60,2015
Western,WHSCT,1993,All persons,61,1988
Western,WHSCT,1993,All persons,62,1989
Western,WHSCT,1993,All persons,63,1937
Western,WHSCT,1993,All persons,64,1997
Western,WHSCT,1993,All persons,65,1859
Western,WHSCT,1993,All persons,66,1909
Western,WHSCT,1993,All persons,67,1843
Western,WHSCT,1993,All persons,68,1740
Western,WHSCT,1993,All persons,69,1753
Western,WHSCT,1993,All persons,70,1730
Western,WHSCT,1993,All persons,71,1627
Western,WHSCT,1993,All persons,72,1615
Western,WHSCT,1993,All persons,73,1534
Western,WHSCT,1993,All persons,74,1377
Western,WHSCT,1993,All persons,75,1227
Western,WHSCT,1993,All persons,76,1172
Western,WHSCT,1993,All persons,77,1102
Western,WHSCT,1993,All persons,78,1150
Western,WHSCT,1993,All persons,79,1042
Western,WHSCT,1993,All persons,80,978
Western,WHSCT,1993,All persons,81,902
Western,WHSCT,1993,All persons,82,821
Western,WHSCT,1993,All persons,83,673
Western,WHSCT,1993,All persons,84,623
Western,WHSCT,1993,All persons,85,497
Western,WHSCT,1993,All persons,86,419
Western,WHSCT,1993,All persons,87,367
Western,WHSCT,1993,All persons,88,306
Western,WHSCT,1993,All persons,89,259
Western,WHSCT,1993,All persons,90,762
Western,WHSCT,1993,Females,0,2189
Western,WHSCT,1993,Females,1,2243
Western,WHSCT,1993,Females,2,2291
Western,WHSCT,1993,Females,3,2289
Western,WHSCT,1993,Females,4,2381
Western,WHSCT,1993,Females,5,2401
Western,WHSCT,1993,Females,6,2500
Western,WHSCT,1993,Females,7,2469
Western,WHSCT,1993,Females,8,2374
Western,WHSCT,1993,Females,9,2482
Western,WHSCT,1993,Females,10,2547
Western,WHSCT,1993,Females,11,2451
Western,WHSCT,1993,Females,12,2490
Western,WHSCT,1993,Females,13,2482
Western,WHSCT,1993,Females,14,2411
Western,WHSCT,1993,Females,15,2346
Western,WHSCT,1993,Females,16,2318
Western,WHSCT,1993,Females,17,2274
Western,WHSCT,1993,Females,18,2227
Western,WHSCT,1993,Females,19,2079
Western,WHSCT,1993,Females,20,2058
Western,WHSCT,1993,Females,21,1989
Western,WHSCT,1993,Females,22,2050
Western,WHSCT,1993,Females,23,2034
Western,WHSCT,1993,Females,24,2072
Western,WHSCT,1993,Females,25,2016
Western,WHSCT,1993,Females,26,1956
Western,WHSCT,1993,Females,27,2079
Western,WHSCT,1993,Females,28,2076
Western,WHSCT,1993,Females,29,1962
Western,WHSCT,1993,Females,30,2056
Western,WHSCT,1993,Females,31,1964
Western,WHSCT,1993,Females,32,1966
Western,WHSCT,1993,Females,33,1935
Western,WHSCT,1993,Females,34,1893
Western,WHSCT,1993,Females,35,1850
Western,WHSCT,1993,Females,36,1768
Western,WHSCT,1993,Females,37,1724
Western,WHSCT,1993,Females,38,1682
Western,WHSCT,1993,Females,39,1661
Western,WHSCT,1993,Females,40,1663
Western,WHSCT,1993,Females,41,1575
Western,WHSCT,1993,Females,42,1597
Western,WHSCT,1993,Females,43,1580
Western,WHSCT,1993,Females,44,1569
Western,WHSCT,1993,Females,45,1536
Western,WHSCT,1993,Females,46,1538
Western,WHSCT,1993,Females,47,1388
Western,WHSCT,1993,Females,48,1465
Western,WHSCT,1993,Females,49,1397
Western,WHSCT,1993,Females,50,1360
Western,WHSCT,1993,Females,51,1250
Western,WHSCT,1993,Females,52,1204
Western,WHSCT,1993,Females,53,1124
Western,WHSCT,1993,Females,54,1178
Western,WHSCT,1993,Females,55,1085
Western,WHSCT,1993,Females,56,1143
Western,WHSCT,1993,Females,57,1110
Western,WHSCT,1993,Females,58,1009
Western,WHSCT,1993,Females,59,1028
Western,WHSCT,1993,Females,60,1045
Western,WHSCT,1993,Females,61,1007
Western,WHSCT,1993,Females,62,1012
Western,WHSCT,1993,Females,63,1015
Western,WHSCT,1993,Females,64,1085
Western,WHSCT,1993,Females,65,1003
Western,WHSCT,1993,Females,66,1001
Western,WHSCT,1993,Females,67,986
Western,WHSCT,1993,Females,68,943
Western,WHSCT,1993,Females,69,969
Western,WHSCT,1993,Females,70,987
Western,WHSCT,1993,Females,71,912
Western,WHSCT,1993,Females,72,895
Western,WHSCT,1993,Females,73,852
Western,WHSCT,1993,Females,74,747
Western,WHSCT,1993,Females,75,697
Western,WHSCT,1993,Females,76,665
Western,WHSCT,1993,Females,77,650
Western,WHSCT,1993,Females,78,679
Western,WHSCT,1993,Females,79,619
Western,WHSCT,1993,Females,80,583
Western,WHSCT,1993,Females,81,540
Western,WHSCT,1993,Females,82,479
Western,WHSCT,1993,Females,83,422
Western,WHSCT,1993,Females,84,394
